price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated
672500,3,2.5,2450,5760,0,0,3,9,2450,0,2000,0,98074,47.6145,-122.02600000000001,2450,5762,0,0
268000,4,1.5,1730,7020,0,0,4,5,1730,0,1953,0,98056,47.4939,-122.167,1110,7020,0,0
440000,4,1.5,1690,3245,0,0,3,8,1690,0,1929,0,98126,47.5445,-122.375,1380,1590,0,0
590000,4,2.5,2290,11072,0,0,3,9,2290,0,1986,0,98074,47.6283,-122.03,2340,9774,0,0
266500,4,1.75,1880,7632,0,0,4,7,1180,700,1978,0,98023,47.3068,-122.37200000000001,1840,8528,1,0
635000,4,2.5,2930,8679,0,0,3,8,2930,0,2014,0,98056,47.5164,-122.19,2030,7264,0,0
650000,4,2.25,2440,9320,0,0,4,7,1880,560,1957,0,98007,47.5933,-122.135,1530,9335,1,0
312500,4,1.75,2280,7840,0,0,3,7,1280,1000,1957,0,98055,47.4809,-122.22399999999999,2120,7260,1,0
225000,3,1.0,900,6099,0,0,3,6,790,110,1944,0,98168,47.4807,-122.289,1240,6099,1,0
425000,4,1.75,1980,8400,0,0,3,7,1330,650,1968,0,98052,47.6721,-122.152,1920,8400,1,0
572000,5,2.25,2340,9225,0,0,3,8,2340,0,1973,0,98052,47.6369,-122.098,2140,9348,0,0
386500,4,2.5,3110,5048,0,0,3,8,3110,0,2002,0,98042,47.3782,-122.125,3110,5190,0,0
452000,2,1.0,980,5000,0,0,3,6,980,0,1904,0,98107,47.6744,-122.369,1270,4500,0,0
278000,4,2.0,1480,6324,0,0,3,7,1480,0,1943,0,98122,47.6147,-122.302,1480,3600,0,0
450000,2,1.75,2130,6574,0,0,3,8,1500,630,1946,0,98199,47.6529,-122.411,2130,6275,1,0
611000,2,1.0,1270,5100,0,0,3,7,1100,170,1900,0,98115,47.6771,-122.32799999999999,1670,3900,1,0
214100,2,2.5,1150,2064,0,0,3,7,1150,0,2004,0,98001,47.3516,-122.292,1880,2855,0,0
317000,3,2.5,1840,5011,0,0,3,8,1840,0,2012,0,98038,47.3555,-122.054,2000,4793,0,0
1000000,4,3.5,3180,12528,0,1,4,9,2060,1120,1979,0,98177,47.7058,-122.37899999999999,2850,11410,1,0
1000000,5,2.75,1510,5700,0,1,4,7,1510,0,1946,0,98105,47.6653,-122.27,2190,5700,0,0
525000,4,2.5,3070,7200,0,0,3,8,3070,0,2005,0,98059,47.4899,-122.13799999999999,2590,7200,0,0
436000,3,2.25,1800,6680,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621,0,0
450000,3,1.75,1540,9154,0,0,3,8,1540,0,1983,0,98074,47.6207,-122.042,1990,10273,0,0
588500,3,1.75,2330,14892,0,0,3,8,1970,360,1980,0,98074,47.6267,-122.046,2570,14217,1,0
340000,4,1.75,1400,8374,0,0,3,7,1400,0,1953,0,98166,47.4735,-122.344,1420,8360,0,0
749000,3,2.5,3380,7126,0,0,3,8,3380,0,1965,2003,98008,47.6276,-122.12200000000001,1810,7308,0,1
330000,3,1.5,1440,7875,0,0,4,8,1440,0,1968,0,98058,47.4561,-122.148,1800,8964,0,0
568000,3,2.5,1740,1279,0,0,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,0,0
239000,3,1.75,1470,8925,0,0,4,7,1470,0,1957,0,98022,47.2026,-122.0,1430,9282,0,0
528000,3,2.5,2810,4932,0,0,3,8,2810,0,2003,0,98011,47.7739,-122.227,2470,4919,0,0
385000,4,3.0,2090,5102,0,0,3,7,1350,740,1994,0,98106,47.5427,-122.35600000000001,2090,5102,1,0
815000,5,3.25,3230,5000,0,1,3,9,2350,880,2002,0,98136,47.5202,-122.39299999999999,1520,5000,1,0
690000,3,1.75,2070,6000,0,3,3,8,1340,730,1955,0,98136,47.5226,-122.382,2200,6000,1,0
210000,3,1.0,1660,7440,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.36200000000001,1540,7440,1,0
599000,4,1.0,1590,4280,0,0,3,7,1590,0,1924,0,98103,47.667,-122.335,2230,4280,0,0
860000,3,1.75,1860,5584,0,0,3,8,1310,550,1951,0,98199,47.637,-122.4,1630,6022,1,0
147200,3,1.0,1420,9600,0,0,4,6,1420,0,1954,0,98188,47.4232,-122.292,1400,8415,0,0
476900,3,1.0,1240,5758,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,1,0
570000,4,2.5,2640,11816,0,0,3,8,2640,0,1999,0,98019,47.733000000000004,-121.96799999999999,2400,11816,0,0
567500,3,1.0,1440,3060,0,0,4,7,1440,0,1910,0,98115,47.6769,-122.307,1440,3570,0,0
875000,3,1.5,1820,12686,0,0,4,7,1820,0,1952,0,98004,47.5886,-122.195,3020,11550,0,0
490000,3,2.0,2220,10275,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,1,0
335000,3,1.75,2430,9133,0,0,4,7,1410,1020,1978,0,98059,47.5116,-122.15700000000001,1980,9592,1,0
550000,3,1.75,1670,10798,0,0,4,8,1670,0,1962,0,98006,47.549,-122.17,2290,10798,0,0
385000,3,1.75,1180,10541,0,0,4,7,940,240,1981,0,98074,47.6348,-122.03200000000001,1230,10879,1,0
395000,3,1.75,1620,8085,0,0,3,7,1210,410,1976,0,98011,47.7349,-122.197,1700,8085,1,0
650000,2,1.0,1030,5750,0,0,5,8,1030,0,1928,0,98116,47.5861,-122.391,1570,5750,0,0
637000,4,2.75,2900,5803,0,0,3,9,2900,0,2007,0,98028,47.7368,-122.23200000000001,2900,6212,0,0
233500,3,1.5,1580,10517,0,0,4,6,1580,0,1957,0,98002,47.2903,-122.214,1400,10658,0,0
400000,3,2.0,1230,11413,0,0,3,7,990,240,1984,0,98074,47.6321,-122.03399999999999,1570,11517,1,0
547000,5,2.5,2200,4080,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,1,0
365000,3,1.0,1090,6435,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,0,0
525000,3,1.75,1970,8000,0,0,4,8,1970,0,1968,0,98052,47.6324,-122.1,1910,8000,0,0
430000,4,3.0,3220,8936,0,0,3,9,2450,770,1990,0,98031,47.4208,-122.213,2810,10500,1,0
325000,3,1.0,1600,7500,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200,0,0
279000,2,1.0,670,6300,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300,0,0
805000,4,1.75,2360,4750,0,0,5,7,1660,700,1911,0,98115,47.6729,-122.29299999999999,1810,4750,1,0
419950,3,3.0,2150,3962,0,0,3,7,1540,610,1949,0,98125,47.7183,-122.285,1730,4609,1,0
425000,2,1.0,620,4455,0,0,3,6,620,0,1927,0,98117,47.6877,-122.395,1180,5000,0,0
446000,4,1.75,1730,5922,0,0,5,7,1730,0,1949,0,98125,47.7188,-122.321,1700,6127,0,0
226550,3,1.0,990,4440,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,0,0
764000,3,2.0,1420,4080,0,0,5,8,1420,0,1904,0,98103,47.6801,-122.348,1220,3060,0,0
439950,3,2.25,2170,15000,0,0,4,8,2170,0,1978,0,98042,47.3863,-122.15799999999999,2430,14256,0,0
453000,4,2.0,1880,5100,0,0,3,8,1880,0,1952,0,98103,47.6872,-122.34899999999999,1610,4590,0,0
219950,3,1.0,1300,9620,0,0,3,7,1300,0,1971,0,98003,47.282,-122.331,1420,9620,0,0
702500,3,1.5,2360,6750,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.33200000000001,1320,4500,1,0
285000,3,1.5,1780,12231,0,0,4,8,1780,0,1956,0,98003,47.335,-122.321,2460,12663,0,0
798750,2,2.25,2160,2578,0,0,3,8,2160,0,2005,0,98103,47.6607,-122.354,1800,2142,0,0
320000,2,1.0,950,5316,0,2,3,7,950,0,1948,0,98126,47.57,-122.38,1620,6085,0,0
425000,3,1.75,1680,14630,0,0,3,8,1680,0,1985,0,98027,47.5272,-122.044,1920,14630,0,0
540000,4,2.5,2290,4450,0,0,3,9,2290,0,2004,0,98072,47.7385,-122.169,2570,5096,0,0
576000,3,1.75,1500,13891,0,0,4,7,1500,0,1951,0,98005,47.5866,-122.175,2020,13891,0,0
525000,3,1.75,1720,7200,0,0,3,7,1140,580,1977,0,98052,47.6977,-122.132,1700,8400,1,0
324950,4,2.5,2641,8615,0,0,3,7,2641,0,1998,0,98031,47.4038,-122.213,2641,8091,0,0
464000,3,2.5,2460,5400,0,0,4,8,1520,940,2001,0,98056,47.5231,-122.20200000000001,1745,5400,1,0
266000,4,2.25,1995,7102,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950,0,0
415000,3,1.75,1270,4800,0,0,3,7,1270,0,1952,2014,98126,47.5362,-122.376,1220,4800,0,1
550000,4,2.75,3080,6731,0,3,3,9,3080,0,2003,0,98058,47.4522,-122.118,3080,6731,0,0
235000,3,2.25,1670,7606,0,0,3,7,1670,0,1990,0,98022,47.1949,-121.98200000000001,1670,7433,0,0
280000,3,2.0,1470,8089,0,0,3,7,1470,0,1987,0,98198,47.3878,-122.316,1530,7721,0,0
459000,3,1.75,1730,7807,0,0,3,7,1260,470,1976,0,98034,47.7211,-122.169,1800,7650,1,0
195000,3,1.0,1070,7615,0,0,4,7,1070,0,1969,0,98023,47.3189,-122.37299999999999,1240,6906,0,0
235000,3,1.5,1660,8738,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466,1,0
711800,4,2.25,2410,16650,0,0,4,8,2410,0,1965,0,98006,47.5706,-122.163,2720,11141,0,0
440000,3,2.5,1040,1032,0,0,3,7,1040,0,2007,0,98107,47.6673,-122.37700000000001,1290,1275,0,0
515000,2,1.0,970,3300,0,0,4,7,970,0,1916,0,98103,47.6609,-122.34299999999999,1060,3600,0,0
560000,3,1.75,2340,12443,0,0,4,8,2340,0,1965,0,98006,47.5432,-122.177,1970,9600,0,0
340000,3,1.75,1880,11249,0,0,3,7,1330,550,1985,0,98001,47.3295,-122.257,1870,14547,1,0
600000,2,1.0,1110,3500,0,0,3,6,970,140,1912,0,98102,47.6453,-122.32700000000001,1884,1778,1,0
764000,4,2.5,2790,7938,0,0,3,9,2790,0,1997,0,98074,47.6223,-122.02600000000001,2780,7779,0,0
337000,4,2.0,1590,8779,0,0,3,8,1590,0,2001,0,98019,47.7408,-121.97399999999999,2090,9600,0,0
249000,4,1.0,1200,7552,0,0,3,6,1060,140,1919,0,98126,47.5317,-122.37,1580,7680,1,0
269950,3,2.25,1510,6000,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,1,0
475000,4,2.25,2110,7560,0,0,4,8,2110,0,1974,0,98034,47.7331,-122.18299999999999,2110,7560,0,0
339000,3,2.0,2350,8459,0,0,3,9,2350,0,1989,0,98023,47.3043,-122.34899999999999,2430,8459,0,0
397500,4,1.75,2220,4760,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,1,0
460000,3,2.0,1760,9055,0,0,4,7,1760,0,1985,0,98052,47.6534,-122.12799999999999,2010,9383,0,0
370000,4,2.75,2200,5207,0,0,5,7,1120,1080,1951,0,98133,47.74,-122.34299999999999,1210,6008,1,0
250000,4,1.0,1550,7296,0,0,3,6,1550,0,1957,0,98106,47.5184,-122.366,1370,7680,0,0
430000,2,2.25,1040,1516,0,0,3,8,1040,0,2008,0,98122,47.6037,-122.307,1560,1920,0,0
1085000,3,1.5,2560,4000,0,0,5,8,1660,900,1927,0,98112,47.6384,-122.279,2560,4000,1,0
670000,3,1.75,1850,8160,0,0,3,8,1850,0,1952,0,98177,47.7241,-122.363,1600,8160,0,0
461550,3,1.5,2090,11895,0,0,3,7,1790,300,1954,0,98118,47.5362,-122.26700000000001,2180,11072,1,0
479990,3,2.5,2010,2386,0,0,3,8,1390,620,2014,0,98029,47.5525,-121.99799999999999,1690,1870,1,0
643000,4,2.5,2518,4663,0,0,3,8,2518,0,2005,0,98075,47.5894,-122.01700000000001,2280,4525,0,0
607000,3,2.75,2810,12813,0,0,3,8,2040,770,1988,0,98052,47.6796,-122.11399999999999,1890,10336,1,0
625000,3,2.5,2600,10092,0,0,3,9,2600,0,1984,0,98074,47.6223,-122.03200000000001,2440,9298,0,0
731100,3,2.5,2060,8778,0,0,3,8,1160,900,1953,2010,98136,47.5245,-122.384,1990,7560,1,1
435000,4,2.5,2130,10375,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,0,0
465000,3,3.0,2290,15600,0,0,3,8,1420,870,1948,1990,98001,47.3558,-122.29,1890,14143,1,1
740000,3,1.0,1230,6380,0,0,3,7,1230,0,1927,0,98115,47.6947,-122.315,1250,6380,0,0
740000,3,1.75,2020,9478,0,0,4,9,2020,0,1961,0,98040,47.5383,-122.238,3050,15594,0,0
250000,3,2.0,1430,7280,0,0,3,7,990,440,1980,0,98030,47.3742,-122.18,1430,7280,1,0
656000,2,2.5,2270,1763,0,0,3,7,1820,450,2009,0,98052,47.6757,-122.12100000000001,2180,1763,1,0
300000,4,2.5,1910,8058,0,0,3,8,1910,0,1992,0,98031,47.3891,-122.17200000000001,1910,6500,0,0
311000,4,2.5,2690,6124,0,0,3,7,2690,0,2007,0,98042,47.3343,-122.05799999999999,2300,6002,0,0
360000,3,1.75,1330,7482,0,0,4,7,1330,0,1975,0,98034,47.7322,-122.20700000000001,1480,8096,0,0
475000,4,2.5,3060,10043,0,0,4,8,1700,1360,1968,0,98133,47.7387,-122.337,1630,8296,1,0
469950,3,3.25,1760,1778,0,0,3,8,1760,0,2008,0,98125,47.7201,-122.301,1520,1615,0,0
240000,3,1.75,1570,8750,0,0,3,7,1570,0,1960,0,98148,47.4425,-122.333,1890,8825,0,0
232000,2,1.0,960,8100,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,1,0
355000,3,2.25,1960,7000,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,1,0
475000,4,2.0,1790,2250,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,1,0
823000,3,2.5,2560,9825,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,0,0
395000,2,1.5,1010,3060,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,0,0
499000,4,3.75,2560,5250,0,0,3,7,1900,660,1963,2006,98133,47.7326,-122.34200000000001,1400,5250,1,1
420000,2,1.75,1200,3136,0,0,3,7,800,400,1904,2005,98122,47.6132,-122.29700000000001,1330,3164,1,1
833000,4,1.75,2260,12238,0,0,3,9,2260,0,1967,0,98005,47.5976,-122.178,2430,10204,0,0
479000,3,2.25,2110,11319,0,0,4,8,2110,0,1978,0,98072,47.742,-122.105,1860,11319,0,0
267000,3,1.0,1400,8100,0,0,3,6,1400,0,1944,0,98125,47.7124,-122.289,1420,8100,0,0
490000,3,2.5,2010,9725,0,0,4,8,2010,0,1987,0,98029,47.568000000000005,-122.01799999999999,1850,6858,0,0
619000,4,2.0,2300,3400,0,0,5,8,1550,750,1915,0,98117,47.678000000000004,-122.361,1670,4200,1,0
549000,3,2.0,1340,3000,0,0,5,7,1340,0,1905,0,98103,47.6857,-122.34899999999999,1120,3000,0,0
422500,3,1.75,1560,7245,0,0,3,7,1560,0,1962,1985,98052,47.6868,-122.119,2220,8502,0,1
400000,4,3.5,3350,9681,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681,1,0
692500,4,2.75,3710,7984,0,0,3,9,3710,0,1999,0,98065,47.5352,-121.868,2950,7984,0,0
310000,4,2.5,2430,5499,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190,0,0
499900,3,1.75,2430,8820,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.23299999999999,2390,10050,1,0
492000,3,2.25,2100,7335,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930,0,0
800000,3,2.5,1630,2640,0,0,5,8,1630,0,1919,0,98119,47.6452,-122.37100000000001,1630,3000,0,0
832600,4,1.0,1640,4200,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.33200000000001,1730,3990,0,0
470000,4,2.75,2310,7350,0,0,3,8,1670,640,1989,0,98011,47.7505,-122.182,2600,6077,1,0
542000,2,2.0,1930,4500,0,0,3,8,1930,0,2003,0,98053,47.7104,-122.031,1670,5200,0,0
308130,4,2.5,2300,7500,0,3,2,7,1650,650,1959,0,98198,47.4125,-122.33,2300,7500,1,0
310000,2,1.0,1050,2699,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.99600000000001,1240,2671,0,0
235000,2,1.0,1500,8015,0,0,3,6,1500,0,1947,0,98146,47.5027,-122.348,1130,8015,0,0
215000,3,1.0,1150,7560,0,0,4,6,1150,0,1958,0,98058,47.4613,-122.184,1230,7560,0,0
210000,4,1.5,1920,10403,0,0,3,7,1370,550,1959,0,98023,47.2987,-122.366,1550,9619,1,0
245000,3,1.75,1720,9342,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540,1,0
299000,4,2.5,2400,6078,0,0,3,8,2400,0,2001,0,98001,47.2606,-122.285,2406,7642,0,0
198000,4,1.75,2080,7200,0,0,4,7,1050,1030,1966,0,98001,47.3385,-122.28200000000001,1500,7350,1,0
950000,5,3.25,3400,7452,0,0,3,10,3400,0,1999,0,98007,47.6141,-122.13600000000001,2650,8749,0,0
300000,4,1.75,2200,7600,0,0,3,8,2200,0,1978,0,98092,47.3131,-122.191,1910,7600,0,0
528000,5,1.75,2140,8580,0,0,3,7,1200,940,1962,0,98033,47.6625,-122.178,1600,9206,1,0
507000,5,3.25,3850,16249,0,2,3,9,3030,820,2002,0,98092,47.3324,-122.16799999999999,2640,7393,1,0
255000,3,1.75,1340,7210,0,0,4,7,1340,0,1975,0,98031,47.4182,-122.167,1370,7210,0,0
220000,1,1.5,1100,3451,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560,0,0
690700,5,2.75,2870,5349,0,0,3,9,2870,0,2005,0,98059,47.5405,-122.18700000000001,2800,5000,0,0
447000,2,1.0,1320,8380,0,0,3,7,1320,0,1953,0,98177,47.705,-122.367,1290,8025,0,0
755000,6,2.0,2150,4505,0,0,3,7,1270,880,1952,0,98119,47.6514,-122.369,1740,4505,1,0
700000,4,1.5,2470,6000,0,0,3,7,1480,990,1940,0,98199,47.6365,-122.391,2140,4000,1,0
250000,4,2.75,1910,7700,0,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875,1,0
320000,3,2.5,2130,6969,0,0,3,7,2130,0,2003,0,98038,47.3655,-122.027,1670,9545,0,0
565000,4,2.5,2240,14667,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243,0,0
754300,5,2.75,1800,4500,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.35799999999999,1730,4500,1,0
650000,3,1.5,2160,9000,0,2,4,8,1400,760,1949,0,98177,47.7241,-122.369,3010,9000,1,0
529888,4,2.5,3140,8455,0,0,3,8,3140,0,2003,0,98059,47.4866,-122.147,3140,7391,0,0
432000,3,2.5,1920,9812,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534,0,0
235000,3,1.0,1050,7670,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.99600000000001,1220,7670,0,0
489000,4,2.5,3910,8442,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576,1,0
800000,4,2.75,3010,7427,0,0,3,8,3010,0,2010,0,98052,47.7068,-122.11200000000001,3000,4929,0,0
370000,4,1.5,1370,9957,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,1,0
436000,4,2.75,2080,9600,0,0,3,8,1240,840,1979,0,98034,47.7149,-122.235,1880,9525,1,0
395000,3,2.5,2250,3757,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.12899999999999,2250,4556,0,0
377691,5,1.75,2120,8399,0,0,4,7,1320,800,1942,0,98133,47.7621,-122.335,2120,8398,1,0
370000,5,3.0,2220,5185,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316,0,0
515000,3,2.5,1440,4394,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.01899999999999,1900,5893,0,0
169000,3,1.0,910,7686,0,0,3,7,910,0,1969,0,98001,47.3405,-122.288,1020,7686,0,0
475000,3,1.0,1270,4268,0,0,3,7,1270,0,1921,0,98117,47.6848,-122.39200000000001,1310,4080,0,0
420000,3,2.5,2480,6180,0,0,3,9,2480,0,1999,0,98031,47.4044,-122.208,2870,6180,0,0
822000,3,2.0,2410,13300,0,0,3,9,1840,570,1985,0,98006,47.5632,-122.148,2930,10900,1,0
485000,3,2.25,1570,6810,0,0,3,8,1180,390,1988,0,98074,47.6176,-122.044,1620,6584,1,0
270000,4,1.0,1900,8505,0,0,3,7,1200,700,1956,0,98055,47.4406,-122.196,1440,8505,1,0
300000,6,2.5,2590,11250,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360,1,0
590000,3,2.5,2290,4203,0,0,3,9,2290,0,2001,0,98006,47.5441,-122.17200000000001,2290,5089,0,0
611900,1,2.25,1220,2100,0,2,4,8,1220,0,1946,1979,98033,47.6703,-122.204,3150,6000,0,1
240000,3,1.75,1100,7373,0,0,4,7,1100,0,1968,0,98092,47.3124,-122.18299999999999,1430,8415,0,0
395000,4,2.5,2810,10951,0,0,3,8,2810,0,2003,0,98092,47.3249,-122.18700000000001,1680,6625,0,0
169000,3,1.0,890,7110,0,0,3,6,890,0,1957,0,98178,47.4971,-122.26100000000001,1100,8375,0,0
200500,3,2.0,1280,14972,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,0,0
308000,3,2.5,2320,7140,0,0,3,8,2320,0,1990,0,98003,47.275,-122.295,2360,7955,0,0
290256,3,2.25,1720,7885,0,0,3,8,1720,0,1983,0,98023,47.3136,-122.344,2340,7885,0,0
279950,3,1.75,1530,8800,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.15799999999999,1530,8690,1,0
195000,3,1.75,1580,7875,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.00299999999999,1560,8314,0,0
478000,3,2.25,1640,3896,0,0,3,8,1640,0,1994,0,98029,47.5689,-122.006,1780,3999,0,0
835000,3,2.25,2520,6690,0,2,5,8,1700,820,1944,1990,98126,47.5705,-122.381,1990,5792,1,1
639000,3,2.25,1400,2421,0,0,3,9,1400,0,2005,0,98034,47.695,-122.169,1500,2743,0,0
623000,4,2.75,2300,12633,0,0,3,9,2300,0,1984,0,98074,47.6218,-122.03200000000001,2240,9246,0,0
220000,3,1.75,1900,7680,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,1,0
526000,3,2.25,2000,18099,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000,1,0
243500,2,1.0,900,5016,0,0,3,6,900,0,1948,0,98118,47.542,-122.28200000000001,1420,5184,0,0
750000,4,2.5,2980,4930,0,0,3,9,2890,90,2000,0,98006,47.5445,-122.12,2980,6099,1,0
329000,4,2.0,1850,9126,0,0,5,7,1850,0,1963,0,98059,47.5009,-122.164,1730,9110,0,0
525000,4,1.0,1570,4000,0,0,3,7,1570,0,1920,0,98102,47.6275,-122.321,1610,4000,0,0
190000,2,1.0,670,3101,0,0,4,6,670,0,1948,0,98118,47.5546,-122.274,1660,4100,0,0
772650,4,2.5,2660,10800,0,0,3,7,2660,0,1955,2014,98005,47.5894,-122.17200000000001,2640,10800,0,1
355000,3,2.5,2110,4038,0,0,4,8,2110,0,1989,0,98042,47.3875,-122.15299999999999,2110,3727,0,0
678500,3,2.75,1210,3600,0,2,5,7,1210,0,1910,0,98103,47.6798,-122.354,1630,3910,0,0
669950,4,2.5,2670,11877,0,0,3,9,2670,0,1996,0,98074,47.6327,-122.036,2430,11333,0,0
850000,3,2.25,3000,18450,0,0,3,10,3000,0,1983,0,98077,47.7274,-122.06200000000001,2980,12304,0,0
572000,3,2.75,2200,3885,0,0,3,8,2200,0,2002,0,98074,47.6171,-122.02799999999999,2710,6000,0,0
492450,3,1.75,1540,13002,0,0,2,8,1200,340,1984,0,98074,47.6231,-122.044,1620,10098,1,0
813000,3,1.75,2080,11866,0,0,3,8,2080,0,1960,0,98005,47.5872,-122.17299999999999,2240,10696,0,0
710000,3,2.0,1780,9732,0,0,3,8,1780,0,1967,0,98040,47.5796,-122.229,1900,10200,0,0
792500,3,1.5,1960,2400,0,0,3,8,1330,630,1911,0,98119,47.6423,-122.37,2090,4000,1,0
285900,5,1.5,1690,7725,0,0,4,7,1690,0,1961,0,98032,47.3859,-122.288,1690,7739,0,0
389000,3,2.0,2080,12972,0,0,4,7,1250,830,1981,0,98070,47.3733,-122.432,1530,10089,1,0
675000,3,2.25,2070,2833,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,1,0
500000,4,2.0,2330,7778,0,0,3,7,1230,1100,1961,0,98125,47.7109,-122.323,1250,8160,1,0
685000,3,2.5,1460,8800,0,0,4,7,1460,0,1956,0,98040,47.5895,-122.23200000000001,2200,8800,0,0
648475,4,2.75,2250,5700,0,0,3,8,1200,1050,1951,0,98109,47.6406,-122.344,1720,3850,1,0
655000,6,5.0,2850,6600,0,0,3,7,2850,0,1994,0,98033,47.6813,-122.18700000000001,1870,9900,0,0
895000,4,2.75,2640,4000,0,0,5,8,1730,910,1925,0,98115,47.6727,-122.29700000000001,1530,3740,1,0
195000,3,1.0,1310,9554,0,0,3,7,960,350,1962,0,98001,47.2949,-122.285,1310,9845,1,0
368000,4,2.5,2720,7350,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336,0,0
250000,3,2.0,1170,7258,0,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750,0,0
278500,3,1.75,1390,8980,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085,0,0
260000,4,1.5,1540,7300,0,0,3,7,1540,0,1973,0,98001,47.3317,-122.27600000000001,1580,7650,0,0
162500,2,1.0,760,6141,0,0,2,6,760,0,1920,0,98118,47.5469,-122.277,900,4120,0,0
239000,4,1.0,1280,8316,0,0,3,6,1280,0,1950,0,98168,47.4989,-122.302,1310,7830,0,0
600000,4,2.5,2990,5122,0,0,3,8,2990,0,2004,0,98075,47.5773,-122.055,3140,7875,0,0
350000,4,2.25,1770,7778,0,0,3,7,1770,0,1998,0,98031,47.4192,-122.20100000000001,1770,7591,0,0
485000,3,2.5,2870,5490,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.20700000000001,3040,5442,0,0
299000,3,1.0,1520,8320,0,0,3,6,1520,0,1953,0,98133,47.7699,-122.335,1500,8320,0,0
227450,2,1.0,660,6509,0,0,4,5,660,0,1952,0,98056,47.4938,-122.171,970,5713,0,0
383000,3,1.0,1800,5612,0,0,4,7,1200,600,1942,0,98126,47.525,-122.37799999999999,1450,5250,1,0
760000,5,1.5,3050,2992,0,0,4,8,1920,1130,1931,0,98112,47.621,-122.302,1200,1209,1,0
532500,2,1.0,820,3000,0,0,4,7,820,0,1924,0,98103,47.6842,-122.348,1490,3000,0,0
438500,3,2.0,1490,3072,0,0,5,7,770,720,1912,0,98144,47.5772,-122.307,1320,3072,1,0
545500,3,2.5,1560,9361,0,0,4,7,1360,200,1936,0,98108,47.5591,-122.295,1670,6244,1,0
675000,3,1.75,1660,9549,0,0,3,7,1660,0,1956,0,98033,47.6503,-122.198,2090,9549,0,0
450000,3,1.75,1180,4080,0,0,4,6,760,420,1928,0,98117,47.6825,-122.391,1490,4080,1,0
199999,3,1.0,960,10815,0,0,5,5,960,0,1900,0,98010,47.3091,-122.006,1330,10815,0,0
